0,1
"The worst phn I have bought,started to heat up badly the very first time I switched it on ,Moreover it heats up everytime when I switch it on.Tried returning it to apple they denied,don't buy it from amazon",iPhone 11
"I Ordered on 24 January 2020 already i am having three issues in that bluetooth is not working, Phone is getting hanged and battery back up is to low the product is defect it's just 6 Days i have purchased it's so bad experience which i never thaught off .",iPhone 11
"This will help you more. See if you are planning to buy iPhone 11. I will say. Yes.But there are some plans I just want to disclose before you buy.1) If you are an existing iPhone X/XS/XS Max/ XR user, better you guys do not think it to buy. You guys have more or less better gadget.2) If you are an android user and planning to buy premium phone. I will suggest them to please buy iPhone instead of buying an Android. I bet you will never go back to android after using IOS.Now I want to share my 2 month experience with iPhone 11.1) Battery backup is 19 hours as I used it for 1 week.2) Mind blowing Camera. Best is slow motion.3) Very Handy. And look premium. If you have huge money then please go for Pro max.4) Display is more or less good. Worth it because it is not Premium display and you are not paying for 11 Pro max.5) You will love the sound when your phone is ringing.6) Front camera is awesome and must try slow motion selfie. That's it. Should provide Fast Charging.",iPhone 11
"This is my 5th iPhone, iPhone 3G, 3Gs, 4S, 6 and now 11. Have used iPhone 6 more than 3.8 years.It is true when you keen to precision then nothing else can compete with the iPhone.Love the Portrait modes, wide-angle and the screen size.iPhone ring, a new tone is available now.Jio took only 30 minutes to activate the Esim.",iPhone 11
There is a minor Scratch to the glass on the front end it’s only visible when viewed in light properly it seems like a thread from cloth also when you touch that area nothing is felt . Is exchange of the item possible ? Although since it’s Amazon fulfilled I was care free that there would no Damage only after 2 days I was able to notice the damage although everything else looks fine . It would be great if exchange is made possible coz at the end of the day so much money is put into it . If not then I think I would not be buying any electronics product  from Amazon it better to buy from store co I can check everything on the spot .,iPhone 11
"Bought iPhone from seller Appario Retail. Phone had multiple issues such as WiFi, mobile network (no network for 10 days), facelock was working on multiple people etc in just 3 months of use.I have given my phone to apple service center and its been 10 days and its not fixed.STAY very careful before buying from this seller.Read mutilple bad reviews and I think seller is selling defective phones.",iPhone 11
"Worst ever! Battery health starts to drop within 3 months of usage. Camera for pictures suck when compared to OnePlus or other android phones. Phone gets heated up within 10-15 minutes of talking over calls or internet use. Apple customer care doesn’t do anything but say this is best IPhone ever and everything is good with it.Also, I bought on EMI for 6 months with HDFC credit card with a 5000rs discount but i have to pay the EMI for the full amount gets cut every month.",iPhone 11
The Apple iPhone 11 that I received today had already been opened. I got it without any deal or plastic cover.I don’t know if it’s damaged inside I am not touching itPlease take it back and give me a completely new packed one.I am extremely upset about this.,iPhone 11
Got it on 8 th Aug did not open it due to corona . Had to travel  to hp so put it into use 4 days back There is a problem with sound very low sound have to put it on speaker to hear the conversation . How can a new brand phone have this problem kindly look into it . Also in this corona time the return/replace window should be a little more relaxed as we senior citizens will not take this risk of using it immediately . Kindly look into the matter asap,iPhone 11
"This phone is bit big to hold but good for Android users.As per the design review, the phone is excellent with great camera both normal and wide angle, a good sound quality and the replicate feature was awesome to to copy data from old iPhone to your new iPhone.",iPhone 11
worst phone and worst service..I bought from amazon and new phone had excessive heating issue..tried contacting amazon but no help was given..wasted my money n then had to run after apple people for new phome defect and its been 2 weeks i dont hav my phone..dont buy atleasr from amazon,iPhone 11
